                                                filename                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              matched_keywords
documents_TextDaten1981-06-01-1981-07-01.txt_13_2664.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Abtreibung, Schwanger, ungewollt schwanger, ungewollt schwanger]
 documents_TextDaten1952-11-01-1953-01-01.txt_9_4659.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Legalisierung]
documents_TextDaten1973-01-01-1973-02-01.txt_11_3128.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [§ 218, Fristenlösung, Selbstbestimmungsrecht, Fristenlösung]
 documents_TextDaten2022-07-15-2022-09-15.txt_3_5509.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Legalisierung]
documents_TextDaten1971-07-01-1971-10-01.txt_13_3513.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1997-04-15-1997-05-15.txt_5_1665.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Legalisierung]
 documents_TextDaten1964-07-01-1964-11-01.txt_9_3963.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Schwangerschaft, Selbstbestimmungsrecht]
 documents_TextDaten1990-02-01-1990-02-15.txt_1_2046.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1973-11-01-1974-01-01.txt_9_3188.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1992-10-01-1992-11-01.txt_5_1766.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Schwangerschaftsabbruch, Schwangerschaft, Schwanger, Selbstbestimmungsrecht, Schutz des ungeborenen Lebens, Pro Familia]
 documents_TextDaten2005-02-15-2005-03-15.txt_3_1030.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              [Schwangerschaftsabbruch, Schwangerschaft, Selbstbestimmungsrecht, Frauenrechte]
documents_TextDaten1993-06-15-1993-07-15.txt_15_1825.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Schwangerschaftsabbruch, § 218, Schwangerschaft, Selbstbestimmungsrecht]
documents_TextDaten1954-12-01-1955-01-01.txt_11_4250.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten2008-10-15-2008-11-15.txt_3_2541.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              [Beratungspflicht, Frauenrechte]
 documents_TextDaten1976-03-01-1976-04-01.txt_7_3351.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten2024-03-01-2024-04-01.txt_9_5633.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Schutz des ungeborenen Lebens]
 documents_TextDaten1980-06-01-1980-07-01.txt_3_3007.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Legalisierung, Selbstbestimmungsrecht, Schutz des ungeborenen Lebens]
documents_TextDaten1998-02-15-1998-04-15.txt_13_1615.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [Legalisierung, Frauenrechte]
 documents_TextDaten2006-03-15-2006-04-01.txt_7_9079.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Schwangerschaft]
documents_TextDaten1952-01-01-1952-02-01.txt_11_4602.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1976-06-15-1976-07-01.txt_5_3375.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Entkriminalisierung]
 documents_TextDaten1994-02-01-1994-03-01.txt_3_1877.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [Entkriminalisierung, Legalisierung, Selbstbestimmungsrecht]
 documents_TextDaten2018-04-01-2018-05-01.txt_1_4736.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Frauenrechte]
documents_TextDaten1961-03-01-1961-04-01.txt_13_4171.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten2001-02-01-2001-02-15.txt_9_1413.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Schwangerschaft, Selbstbestimmungsrecht]
 documents_TextDaten1996-06-01-1996-07-01.txt_1_1510.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Schwangerschaft, Lebensschutz, Schutz des ungeborenen Lebens]
 documents_TextDaten2007-04-15-2007-05-15.txt_6_8031.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Legalisierung]
 documents_TextDaten1987-09-15-1987-10-15.txt_1_2040.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1989-11-01-1989-12-01.txt_9_2071.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Schwanger, Selbstbestimmungsrecht]
 documents_TextDaten1986-02-15-1986-03-15.txt_5_2328.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Abtreibung, Schwangerschaft, Schwanger, Lebensschutz, Schutz des ungeborenen Lebens]
 documents_TextDaten1980-06-01-1980-07-01.txt_5_2563.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [Schwanger, werdende Mutter]
 documents_TextDaten1985-09-15-1985-10-01.txt_3_2398.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Schwangerschaft]
 documents_TextDaten1963-04-01-1963-06-01.txt_1_3903.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [Schwanger]
 documents_TextDaten2022-06-15-2022-07-15.txt_3_5504.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Schwangerschaft, Entkriminalisierung, Legalisierung]
 documents_TextDaten1990-10-15-1990-11-15.txt_1_2254.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1964-05-01-1964-07-01.txt_7_3957.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Entkriminalisierung]
documents_TextDaten2024-12-01-2025-01-01.txt_11_5688.txt                                                                                                                                                                                                                    [Schwangerschaftsabbruch, Abtreibung, Abtreibungsrecht, Schwangerschaft, Schwanger, Schwangerschaftskonfliktgesetz, Fristenlösung, Beratungspflicht, werdendes Leben, ungeborenes Leben, Entkriminalisierung, Legalisierung, Selbstbestimmungsrecht, reproduktive Selbstbestimmung, Frauenrechte, Lebensschutz, ungewollt schwanger, Fristenlösung, Schutz des ungeborenen Lebens, ungewollt schwanger, ungeborenes Leben]
 documents_TextDaten1986-05-15-1986-06-15.txt_3_2470.txt                                                                                                                                                                                                                                                                                                                                                                                                                                        [Schwangerschaftsabbruch, Abtreibung, abgetrieben, § 218, Schwangerschaft, Schwanger, ungeborenes Leben, werdende Mutter, Lebensschutz, Schutz des ungeborenen Lebens, ungeborenes Leben, Pro Familia]
 documents_TextDaten2021-06-01-2021-10-01.txt_9_5423.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Frauenrechte, Memmingen]
 documents_TextDaten1984-05-01-1984-06-01.txt_3_2468.txt                                                                                                                                                                                                                                                                                                                                                                                                 [Schwangerschaftsabbruch, Abtreibung, abgetrieben, § 218, Schwangerschaft, Schwanger, Fristenlösung, werdendes Leben, ungewollt schwanger, Indikationslösung, Fristenlösung, Schutz des ungeborenen Lebens, ungewollt schwanger, Pro Familia]
 documents_TextDaten1989-01-01-1989-02-01.txt_3_2189.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Schwangerschaftsabbruch, Abtreibung, Schwangerschaft, Schwanger, Selbstbestimmungsrecht, ungewollt schwanger, ungewollt schwanger]
 documents_TextDaten2002-07-01-2002-08-01.txt_4_1358.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Entkriminalisierung, Legalisierung]
 documents_TextDaten1954-04-01-1954-05-01.txt_3_4218.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Legalisierung]
documents_TextDaten1977-04-01-1977-06-01.txt_15_2837.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Schwangerschaftsabbruch, Selbstbestimmungsrecht]
 documents_TextDaten1989-07-15-1989-09-15.txt_7_2103.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Schwangerschaftsabbruch, Entkriminalisierung, Selbstbestimmungsrecht, Memmingen]
 documents_TextDaten2022-10-15-2022-11-15.txt_5_5526.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Frauenrechte]
 documents_TextDaten2006-05-15-2006-07-15.txt_3_6079.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Schwanger, Beratungspflicht, Selbstbestimmungsrecht, Lebensschutz]
documents_TextDaten2024-06-01-2024-07-01.txt_13_5652.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Schwangerschaft, Schwanger, Beratungspflicht]
documents_TextDaten2006-09-15-2006-10-15.txt_17_3635.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Schwangerschaft, Selbstbestimmungsrecht]
 documents_TextDaten1967-04-01-1967-05-01.txt_5_3684.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Schwangerschaft]
documents_TextDaten2022-09-15-2022-10-15.txt_17_5512.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Schwanger, Frauenrechte]
documents_TextDaten1949-10-01-1949-12-01.txt_13_4432.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Legalisierung]
documents_TextDaten2008-06-15-2008-07-15.txt_11_4810.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Entkriminalisierung, Frauenrechte]
documents_TextDaten1950-03-18-1950-04-01.txt_13_4470.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten1974-03-15-1974-04-01.txt_3_3212.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
documents_TextDaten1991-11-01-1991-11-15.txt_11_1751.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Selbstbestimmungsrecht]
 documents_TextDaten2000-09-15-2000-10-15.txt_9_1227.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [Schwangerschaft, psychologische Betreuung]
 documents_TextDaten2023-10-15-2023-11-15.txt_5_5606.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Selbstbestimmungsrecht, Frauenrechte, Memmingen]
documents_TextDaten1990-10-15-1990-11-15.txt_11_2195.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [§ 218, Schwangerschaft, Lebensschutz]
 documents_TextDaten2002-01-01-2002-02-01.txt_3_1392.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Abtreibung, § 218, Schwangerschaft, Selbstbestimmungsrecht, Lebensschutz]
 documents_TextDaten1971-06-01-1971-07-01.txt_7_3509.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [Abtreibung, Schwangerschaft]
documents_TextDaten2007-10-15-2007-11-15.txt_18_4709.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Fristenlösung, medizinische Indikation, Fristenlösung]
 documents_TextDaten1996-11-01-1996-11-15.txt_9_1433.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Schwangerschaftsabbruch, Legalisierung]
 documents_TextDaten1983-12-01-1984-01-01.txt_7_2587.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Selbstbestimmungsrecht, Schutz des ungeborenen Lebens]
documents_TextDaten2024-11-01-2024-12-01.txt_11_5680.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [Schwangerschaft, Legalisierung, reproduktive Selbstbestimmung, Frauenrechte]
 documents_TextDaten1988-03-15-1988-05-15.txt_9_2169.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Schwangerschaft, Schwanger, Selbstbestimmungsrecht]
 documents_TextDaten1993-04-15-1993-05-15.txt_3_1898.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Entkriminalisierung, Legalisierung]
